Text,AuthorID,Timestamp
"@DanRather Democracy is bullshit. We do not have a democracy in America. We have a Republic. It works completely different than what you talking heads and liberals would like us to believe. Every liberal who says ""Democracy"" when referring to our government needs to go back to school.",1518686011353714690,2022-05-14T21:00:24.000Z
@DanRather #MinskAccords,285272163,2022-05-14T20:58:57.000Z
"@DanRather Rather is 90 years old
Thinks he’s back in the McCarthyite 1950’s 
See’s no problem in the US taxpayers being bilked of $40 Billion to fund a foreign powers conflict",1053664408960937984,2022-05-14T20:58:04.000Z
"@DanRather Selenskyy banned most opposition parties, he made a law that says that every media is owned by the state.
He arrested most oppositional bloggers like Anatoly sharij who is called the (Ukrainian navalny)
With 3 million followers on YouTube.
Is that freedom and democracy?
No isn’t",1496026502001004544,2022-05-14T20:57:12.000Z
@DanRather Imagine a ghoul tweeting this and actually believing that it's the truth,1095051616582017024,2022-05-14T20:55:58.000Z
"@DanRather Bullsh1t Danny… there are almost 2,000,000 Americans, including children, women, vets, homeless illegal migrants that are sleeping outside, not getting food to eat, or access to an education or medical care! Where do your loyalties rest… you’re a s!ck individual man! https://t.co/5LUsfVElbZ",1481790320173936640,2022-05-14T20:53:57.000Z
@DanRather Not a small tip off.,3280185937,2022-05-14T20:52:03.000Z
@DanRather Ukraine is not innocent.,45250162,2022-05-14T20:50:25.000Z
@DanRather We also need to help our homeless and hungry and provide for our veterans who sacrificed their lives to free the people of Iraq and Afghanistan.. and for what??? So Biden could just turn the country over to the same oppressor who was killing them to begin with! We've given ENOUGH,1518767612498436097,2022-05-14T20:48:00.000Z
"@DanRather I feel for American citizens who can’t afford food, gas for their cars and healthcare. That’s who we take care of first.. fool",188808909,2022-05-14T20:46:23.000Z
